Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground,Inner_Outer
FIG-KEY,12,-69.18783341,-117.131377,11.78622063,-68.95094441,-94.26845802,33.62420063,FIG_KEY,FIG-KEY-12,"['ART', 'BUG', 'YAK', 'NOR', 'WIG', 'GOO']",FIG-12_KEY-12,"['ART-FIG-12', 'BUG-FIG-12', 'FIG-YAK-12', 'KEY-NOR-12', 'GOO-KEY-12', 'KEY-NOR-9', 'KEY-WIG-9']","['ART-FIG', 'BUG-FIG', 'FIG-YAK', 'KEY-NOR', 'KEY-WIG', 'GOO-KEY']","['ART-12', 'BUG-12', 'YAK-12', 'NOR-12', 'GOO-12', 'NOR-9', 'WIG-9']",0,outer
ART-KIT,12,-93.70142841,-68.56138902,-19.98796437,-85.24824141,-58.83866602,26.52474063,ART_KIT,ART-KIT-12,"['FIG', 'ASH', 'NOR', 'CHI', 'COY', 'ONO']",ART-12_KIT-9,"['ART-FIG-12', 'ART-ASH-12', 'ART-NOR-12', 'CHI-KIT-9', 'COY-KIT-9', 'KIT-ONO-9']","['ART-FIG', 'ART-ASH', 'ART-NOR', 'CHI-KIT', 'COY-KIT', 'KIT-ONO']","['FIG-12', 'ASH-12', 'NOR-12', 'CHI-9', 'COY-9', 'ONO-9']",0,outer
EVE-OLD,14,-0.811181406,-60.86001002,69.58921863,30.91119559,-41.28148002,71.98093063,EVE_OLD,EVE-OLD-14,"['LAW', 'IRE', 'LIE', 'HOT', 'LAB']",EVE-14_OLD-14,"['EVE-LAW-14', 'EVE-IRE-14', 'EVE-LIE-14', 'HOT-OLD-13', 'LAB-OLD-13', 'LIE-OLD-13', 'LIE-OLD-14']","['EVE-LAW', 'EVE-IRE', 'EVE-LIE', 'HOT-OLD', 'LAB-OLD', 'LIE-OLD']","['LAW-14', 'IRE-14', 'LIE-14', 'HOT-13', 'LAB-13', 'LIE-13', 'LIE-14']",0,outer
PAY-WIN,8,97.42435959,-41.22449302,-65.29166837,104.2987506,-39.62004702,-34.32920937,PAY_WIN,PAY-WIN-8,"['ETA', 'JAR', 'WHY', 'BAH', 'BAM', 'HAY']",PAY-8_WIN-8,"['ETA-PAY-8', 'JAR-PAY-8', 'PAY-WHY-8', 'BAH-WIN-8', 'BAM-WIN-8', 'HAY-WIN-8']","['ETA-PAY', 'JAR-PAY', 'PAY-WHY', 'BAH-WIN', 'BAM-WIN', 'HAY-WIN']","['ETA-8', 'JAR-8', 'WHY-8', 'BAH-8', 'BAM-8', 'HAY-8']",0,outer
EGG-PIG,10,4.830568594,-149.573482,21.92542263,6.241364594,-121.224164,32.61002663,EGG_PIG,EGG-PIG-10,"['ALL', 'FOR', 'MOO']",EGG-10_PIG-10,"['ALL-EGG-10', 'EGG-FOR-10', 'EGG-MOO-10', 'ALL-PIG-10', 'MOO-PIG-10']","['ALL-EGG', 'EGG-FOR', 'EGG-MOO', 'ALL-PIG', 'MOO-PIG']","['ALL-10', 'FOR-10', 'MOO-10', 'ALL-10', 'MOO-10']",0,in_to_out
INK-SHY,3,-53.10752641,125.976734,-22.66342337,-28.92061941,133.549724,7.891281628,INK_SHY,INK-SHY-3,"['ALA', 'OIL', 'BOA', 'DRY']",INK-3_SHY-5,"['ALA-INK-3', 'INK-OIL-3', 'BOA-SHY-5', 'DRY-SHY-5', 'OIL-SHY-5']","['ALA-INK', 'INK-OIL', 'BOA-SHY', 'DRY-SHY', 'OIL-SHY']","['ALA-3', 'OIL-3', 'BOA-5', 'DRY-5', 'OIL-5']",0,outer
DUI-SKY,2,97.20427659,35.23947098,-28.36083737,112.3883416,55.49964198,-20.27930937,DUI_SKY,DUI-SKY-2,"['DIG', 'FOX', 'SUN', 'TAG']",DUI-2_SKY-2,"['DIG-DUI-2', 'FOX-SKY-2', 'SKY-SUN-2', 'SKY-TAG-2']","['DIG-DUI', 'FOX-SKY', 'SKY-SUN', 'SKY-TAG']","['DIG-2', 'FOX-2', 'SUN-2', 'TAG-2']",0,in_to_out
ACT-TRY,6,-51.10642441,-19.65037802,48.41176363,-39.11595341,-19.28789502,71.77933563,ACT_TRY,ACT-TRY-6,"['DUH', 'TAU', 'LAX']",ACT-6_TRY-6,"['ACT-LAX-12', 'ACT-DUH-6', 'ACT-TAU-6', 'ACT-LAX-6', 'DUH-TRY-6']","['ACT-DUH', 'ACT-TAU', 'ACT-LAX', 'DUH-TRY']","['LAX-12', 'DUH-6', 'TAU-6', 'LAX-6', 'DUH-6']",0,in_to_out
ADO-BOA,5,-4.902155406,92.98717298,32.01739663,11.85316059,113.990935,38.38084263,ADO_BOA,ADO-BOA-5,"['JOB', 'ELF', 'WAR', 'SHY', 'HOW']",ADO-5_BOA-5,"['ADO-JOB-5', 'ADO-ELF-5', 'BOA-WAR-5', 'BOA-SHY-5', 'BOA-HOW-5']","['ADO-JOB', 'ADO-ELF', 'BOA-WAR', 'BOA-SHY', 'BOA-HOW']","['JOB-5', 'ELF-1', 'WAR-5', 'SHY-5', 'HOW-5']",0,in_to_out
JAM-ZOO,11,31.93390459,-102.456159,45.84201263,53.59552959,-79.92789602,48.95968163,JAM_ZOO,JAM-ZOO-11,"['EAR', 'HOT', 'MOO', 'FAX', 'WAS']",JAM-11_ZOO-11,"['EAR-JAM-11', 'HOT-JAM-13', 'JAM-MOO-13', 'EAR-ZOO-11', 'FAX-ZOO-11', 'WAS-ZOO-11']","['EAR-JAM', 'HOT-JAM', 'JAM-MOO', 'EAR-ZOO', 'FAX-ZOO', 'WAS-ZOO']","['EAR-11', 'HOT-13', 'MOO-10', 'EAR-11', 'FAX-11', 'WAS-11']",0,outer
AHI-YES,7,39.02183059,26.39750798,41.98318563,54.23545259,34.45504998,64.71688063,AHI_YES,AHI-YES-7,"['ERA', 'JUG', 'NIL']",AHI-7_YES-7,"['AHI-ERA-7', 'AHI-JUG-7', 'ERA-YES-7', 'NIL-YES-7']","['AHI-ERA', 'AHI-JUG', 'ERA-YES', 'NIL-YES']","['ERA-7', 'JUG-6', 'ERA-7', 'NIL-7']",0,in_to_out
SIR-TAT,9,-85.17058541,-66.76327302,-81.99597937,-57.91414741,-36.93601502,-74.08673237,SIR_TAT,SIR-TAT-9,"['ONO', 'CUP', 'FLU', 'HUG', 'COP', 'USE']",SIR-9_TAT-9,"['ONO-SIR-9', 'CUP-SIR-4', 'FLU-SIR-4', 'HUG-SIR-4', 'COP-TAT-9', 'ONO-TAT-9', 'TAT-USE-9']","['ONO-SIR', 'CUP-SIR', 'FLU-SIR', 'HUG-SIR', 'COP-TAT', 'ONO-TAT', 'TAT-USE']","['ONO-9', 'CUP-4', 'FLU-4', 'HUG-4', 'COP-9', 'ONO-9', 'USE-9']",1,inner
BIO-JOY,1,66.46786359,108.367809,-32.10448937,84.05906559,118.555503,-9.524659372,BIO_JOY,BIO-JOY-1,"['ARM', 'RAD', 'GUN', 'DIG']",BIO-1_JOY-1,"['ARM-BIO-1', 'BIO-RAD-1', 'GUN-JOY-1', 'DIG-JOY-2']","['ARM-BIO', 'BIO-RAD', 'GUN-JOY', 'DIG-JOY']","['ARM-1', 'RAD-1', 'GUN-1', 'DIG-2']",0,outer
AGE-CUP,9,-102.1497724,-39.40249202,-56.48926237,-90.54446141,1.689936983,-41.39540837,AGE_CUP,AGE-CUP-9,"['CHI', 'ELK', 'GYM', 'SIR']",AGE-9_CUP-4,"['AGE-CHI-9', 'AGE-ELK-9', 'CUP-GYM-4', 'CUP-SIR-4']","['AGE-CHI', 'AGE-ELK', 'CUP-GYM', 'CUP-SIR']","['CHI-9', 'ELK-9', 'GYM-4', 'SIR-9']",0,inner
DIG-HIT,2,97.67347859,66.47715898,-25.19441537,99.36351259,82.04294498,0.875633628,DIG_HIT,DIG-HIT-2,"['DUI', 'TUB', 'JOY', 'SUN', 'BRO']",DIG-2_HIT-2,"['DIG-DUI-2', 'DIG-TUB-2', 'DIG-JOY-2', 'HIT-SUN-2', 'HIT-SUN-7', 'BRO-HIT-7']","['DIG-DUI', 'DIG-TUB', 'DIG-JOY', 'HIT-SUN', 'BRO-HIT']","['DUI-2', 'TUB-2', 'JOY-1', 'SUN-2', 'SUN-7', 'BRO-7']",0,outer
ASK-TUB,2,100.5588706,63.81006798,-67.54861437,107.6198766,65.11660398,-42.85213937,ASK_TUB,ASK-TUB-2,"['ORC', 'TAG', 'FRO', 'DIG', 'GUN']",ASK-2_TUB-2,"['ASK-ORC-2', 'ASK-TAG-2', 'ASK-FRO-2', 'DIG-TUB-2', 'GUN-TUB-2']","['ASK-ORC', 'ASK-TAG', 'ASK-FRO', 'DIG-TUB', 'GUN-TUB']","['ORC-2', 'TAG-2', 'FRO-1', 'DIG-2', 'GUN-2']",0,outer
ONO-SIR,9,-88.90182941,-62.98485202,-81.99597937,-85.17058541,-36.93601502,-63.50000837,ONO_SIR,ONO-SIR-9,"['KIT', 'TAT', 'CUP', 'FLU', 'HUG']",ONO-9_SIR-9,"['KIT-ONO-9', 'ONO-TAT-9', 'SIR-TAT-9', 'CUP-SIR-4', 'FLU-SIR-4', 'HUG-SIR-4']","['KIT-ONO', 'ONO-TAT', 'SIR-TAT', 'CUP-SIR', 'FLU-SIR', 'HUG-SIR']","['KIT-9', 'TAT-9', 'TAT-9', 'CUP-4', 'FLU-4', 'HUG-4']",1,in_to_out
BAH-CIS,2,85.32510359,-14.53845802,-82.83059537,97.16048159,11.66894898,-78.92810637,BAH_CIS,BAH-CIS-2,"['ETA', 'BOY', 'WIN', 'ORC', 'OFF', 'BAM']",BAH-2_CIS-2,"['BAH-ETA-2', 'BAH-BOY-2', 'BAH-ETA-8', 'BAH-WIN-8', 'CIS-ORC-2', 'CIS-ETA-2', 'CIS-OFF-2', 'BAM-CIS-8']","['BAH-ETA', 'BAH-BOY', 'BAH-WIN', 'CIS-ORC', 'CIS-ETA', 'CIS-OFF', 'BAM-CIS']","['ETA-2', 'BOY-2', 'ETA-8', 'WIN-8', 'ORC-2', 'ETA-2', 'OFF-2', 'BAM-8']",0,in_to_out
FAN-VOW,6,-65.23407541,51.12708598,28.89226863,-53.57925541,67.63065498,53.57610463,FAN_VOW,FAN-VOW-6,"['MOP', 'ZZZ', 'FUN', 'DRY', 'TAX', 'WIZ']",FAN-6_VOW-6,"['FAN-MOP-6', 'FAN-ZZZ-6', 'FAN-FUN-6', 'DRY-VOW-5', 'TAX-VOW-4', 'VOW-WIZ-6']","['FAN-MOP', 'FAN-ZZZ', 'FAN-FUN', 'DRY-VOW', 'TAX-VOW', 'VOW-WIZ']","['MOP-6', 'ZZZ-6', 'FUN-5', 'DRY-5', 'TAX-4', 'WIZ-4']",0,in_to_out
COY-ELK,9,-80.74662941,-76.36781602,-38.83893637,-74.04124941,-50.26531802,-1.981156372,COY_ELK,COY-ELK-9,"['KIT', 'BUG', 'AGE']",COY-9_ELK-9,"['BUG-COY-12', 'COY-KIT-9', 'AGE-ELK-9']","['COY-KIT', 'BUG-COY', 'AGE-ELK']","['BUG-12', 'KIT-9', 'AGE-9']",0,inner
MAC-POP,7,68.15962259,1.329739983,39.43647463,80.11344359,20.84592298,49.85057663,MAC_POP,MAC-POP-7,"['FIX', 'IRE', 'GIG', 'ACE', 'EON', 'EYE']",MAC-7_POP-7,"['FIX-MAC-11', 'GIG-MAC-11', 'FIX-MAC-7', 'IRE-MAC-7', 'ACE-POP-7', 'EON-POP-7', 'EYE-POP-7']","['FIX-MAC', 'IRE-MAC', 'GIG-MAC', 'ACE-POP', 'EON-POP', 'EYE-POP']","['FIX-11', 'GIG-11', 'FIX-7', 'IRE-7', 'ACE-7', 'EON-7', 'EYE-7']",0,outer
BRO-EON,7,62.85992059,51.31187898,23.31367063,82.03459059,72.08309498,48.11208163,BRO_EON,BRO-EON-7,"['ACE', 'HIT', 'ARM', 'WET', 'POP', 'NIL']",BRO-7_EON-7,"['ACE-BRO-7', 'BRO-HIT-7', 'ARM-BRO-1', 'EON-WET-7', 'EON-POP-7', 'EON-NIL-7']","['ACE-BRO', 'BRO-HIT', 'ARM-BRO', 'EON-WET', 'EON-POP', 'EON-NIL']","['ACE-7', 'HIT-7', 'ARM-1', 'WET-7', 'POP-7', 'NIL-7']",0,outer
JOB-PLY,5,-22.25168941,55.30934898,47.80186763,3.845794594,74.53298798,59.56868863,JOB_PLY,JOB-PLY-5,"['ADO', 'NAY', 'JUG', 'FUN', 'NAN']",JOB-5_PLY-5,"['ADO-JOB-5', 'JOB-NAY-5', 'JOB-JUG-5', 'FUN-PLY-5', 'NAN-PLY-6']","['ADO-JOB', 'JOB-NAY', 'JOB-JUG', 'FUN-PLY', 'NAN-PLY']","['ADO-5', 'NAY-5', 'JUG-5', 'FUN-5', 'NAN-6']",0,in_to_out
SKY-SUN,2,105.0021466,35.23947098,-28.36083737,112.3883416,37.50039698,-2.583674372,SKY_SUN,SKY-SUN-2,"['DUI', 'FOX', 'TAG', 'HIT', 'EYE']",SKY-2_SUN-2,"['DUI-SKY-2', 'FOX-SKY-2', 'SKY-TAG-2', 'HIT-SUN-2', 'HIT-SUN-7', 'EYE-SUN-7']","['DUI-SKY', 'FOX-SKY', 'SKY-TAG', 'HIT-SUN', 'EYE-SUN']","['DUI-2', 'FOX-2', 'TAG-2', 'HIT-2', 'HIT-7', 'EYE-7']",0,outer
DIG-JOY,2,84.05906559,82.04294498,-32.10448937,99.36351259,108.367809,-25.19441537,DIG_JOY,DIG-JOY-2,"['HIT', 'DUI', 'TUB', 'BIO', 'GUN']",DIG-2_JOY-1,"['DIG-HIT-2', 'DIG-DUI-2', 'DIG-TUB-2', 'BIO-JOY-1', 'GUN-JOY-1']","['DIG-HIT', 'DIG-DUI', 'DIG-TUB', 'BIO-JOY', 'GUN-JOY']","['HIT-2', 'DUI-2', 'TUB-2', 'BIO-1', 'GUN-1']",0,outer
WIZ-ZZZ,4,-94.22729741,42.81055598,16.15277063,-79.23398341,61.19367898,41.84575163,WIZ_ZZZ,WIZ-ZZZ-4,"['GIN', 'TAX', 'VOW', 'FAN', 'HAM', 'NAN']",WIZ-4_ZZZ-6,"['GIN-WIZ-4', 'TAX-WIZ-4', 'VOW-WIZ-6', 'FAN-ZZZ-6', 'HAM-ZZZ-6', 'NAN-ZZZ-6']","['GIN-WIZ', 'TAX-WIZ', 'VOW-WIZ', 'FAN-ZZZ', 'HAM-ZZZ', 'NAN-ZZZ']","['GIN-4', 'TAX-4', 'VOW-6', 'FAN-6', 'HAM-6', 'NAN-6']",0,outer
BAH-ETA,2_8,97.16048159,-18.79178502,-79.21080637,99.52760759,-10.49737002,-50.66639537,BAH_ETA,BAH-ETA-2_BAH-ETA-8,"['CIS', 'BOY', 'WIN', 'BAM', 'PAY']",BAH-2_ETA-2_BAH-8_ETA-8,"['BAH-CIS-2', 'BAH-BOY-2', 'BAH-WIN-8', 'CIS-ETA-2', 'BAM-ETA-8', 'ETA-PAY-8']","['BAH-CIS', 'BAH-BOY', 'BAH-WIN', 'CIS-ETA', 'BAM-ETA', 'ETA-PAY']","['CIS-2', 'BOY-2', 'WIN-8', 'CIS-2', 'BAM-8', 'PAY-8']",0,in_to_out
GAS-ODD,11,85.97783059,-36.78945902,8.027349628,98.01878059,-13.78822502,22.52835163,GAS_ODD,GAS-ODD-11,"['FIX', 'EYE', 'TUX', 'AIR', 'KEG']",GAS-11_ODD-11,"['FIX-GAS-11', 'EYE-GAS-7', 'GAS-TUX-11', 'AIR-ODD-11', 'KEG-ODD-11']","['FIX-GAS', 'EYE-GAS', 'GAS-TUX', 'AIR-ODD', 'KEG-ODD']","['FIX-11', 'EYE-7', 'TUX-8', 'AIR-11', 'KEG-11']",0,outer
ADO-ELF,5,11.85316059,92.98717298,-1.147938372,42.59283659,109.975758,38.38084263,ADO_ELF,ADO-ELF-5,"['JOB', 'BOA', 'DUB', 'WET', 'RAD']",ADO-5_ELF-1,"['ADO-JOB-5', 'ADO-BOA-5', 'DUB-ELF-1', 'ELF-WET-1', 'ELF-RAD-1']","['ADO-JOB', 'ADO-BOA', 'DUB-ELF', 'ELF-WET', 'ELF-RAD']","['JOB-5', 'BOA-5', 'DUB-1', 'WET-1', 'RAD-1']",0,inner
PHI-TAR,11_8,68.02249859,-102.675703,-11.12986337,73.86403559,-76.11056602,5.518761628,PHI_TAR,PHI-TAR-11_PHI-TAR-8,"['EAR', 'WAS', 'GEL']",PHI-11_TAR-11_PHI-8_TAR-8,"['EAR-PHI-11', 'PHI-WAS-11', 'GEL-PHI-10', 'TAR-WAS-11']","['EAR-PHI', 'PHI-WAS', 'GEL-PHI', 'TAR-WAS']","['EAR-11', 'WAS-11', 'GEL-10', 'WAS-11']",0,in_to_out
HOW-PIE,1,6.326552594,118.044822,-30.11467737,18.90968059,136.201273,1.885876628,HOW_PIE,HOW-PIE-1,"['GAL', 'WAR', 'BOA', 'NIX', 'SPY', 'RUM']",HOW-1_PIE-1,"['GAL-HOW-1', 'HOW-WAR-1', 'HOW-WAR-5', 'BOA-HOW-5', 'NIX-PIE-1', 'PIE-SPY-1', 'PIE-RUM-1']","['GAL-HOW', 'HOW-WAR', 'BOA-HOW', 'NIX-PIE', 'PIE-SPY', 'PIE-RUM']","['GAL-1', 'WAR-1', 'WAR-5', 'BOA-5', 'NIX-1', 'SPY-1', 'RUM-5']",0,inner
ALL-EGG,10,-21.26114741,-149.573482,21.92542263,4.830568594,-138.6957,32.20581763,ALL_EGG,ALL-EGG-10,"['RUG', 'PIG', 'PRO', 'FOR', 'MOO']",ALL-10_EGG-10,"['ALL-RUG-10', 'ALL-PIG-10', 'ALL-PRO-10', 'EGG-PIG-10', 'EGG-FOR-10', 'EGG-MOO-10']","['ALL-RUG', 'ALL-PIG', 'ALL-PRO', 'EGG-PIG', 'EGG-FOR', 'EGG-MOO']","['RUG-10', 'PIG-10', 'PRO-13', 'PIG-10', 'FOR-10', 'MOO-10']",0,outer
ACT-DUH,6,-51.47386841,-19.28789502,48.41176363,-51.10642441,5.233506983,63.54871163,ACT_DUH,ACT-DUH-6,"['TRY', 'TAU', 'LAX', 'SOY']",ACT-6_DUH-6,"['ACT-LAX-12', 'ACT-TRY-6', 'ACT-TAU-6', 'ACT-LAX-6', 'DUH-TRY-6', 'DUH-SOY-6']","['ACT-TRY', 'ACT-TAU', 'ACT-LAX', 'DUH-TRY', 'DUH-SOY']","['LAX-12', 'TRY-6', 'TAU-6', 'LAX-6', 'TRY-6', 'SOY-6']",0,in_to_out
EAR-JAM,11,31.93390459,-102.456159,24.42671963,47.71669559,-101.306211,48.95968163,EAR_JAM,EAR-JAM-11,"['GEL', 'ZOO', 'PHI', 'HOT', 'MOO']",EAR-11_JAM-11,"['EAR-ZOO-11', 'EAR-PHI-11', 'EAR-GEL-10', 'JAM-ZOO-11', 'HOT-JAM-13', 'JAM-MOO-13']","['EAR-GEL', 'EAR-ZOO', 'EAR-PHI', 'JAM-ZOO', 'HOT-JAM', 'JAM-MOO']","['ZOO-11', 'PHI-11', 'GEL-10', 'ZOO-11', 'HOT-13', 'MOO-10']",0,in_to_out
NEW-USE,10,-66.40635841,-135.328682,-51.81747737,-41.25973241,-98.69556402,-42.06623437,NEW_USE,NEW-USE-10,"['COP', 'GET', 'HIP', 'TAT', 'WOW']",NEW-10_USE-9,"['COP-NEW-10', 'GET-NEW-10', 'HIP-NEW-10', 'COP-USE-9', 'TAT-USE-9', 'USE-WOW-9']","['COP-NEW', 'GET-NEW', 'HIP-NEW', 'COP-USE', 'TAT-USE', 'USE-WOW']","['COP-10', 'GET-10', 'HIP-10', 'COP-9', 'TAT-9', 'WOW-9']",0,outer
GET-OAK,10,-11.22186041,-148.691116,-35.38363137,18.45301759,-141.007733,-31.06690737,GET_OAK,GET-OAK-10,"['CAB', 'COP', 'DAD', 'NEW', 'FOR', 'ROB']",GET-10_OAK-10,"['CAB-GET-10', 'COP-GET-10', 'DAD-GET-10', 'GET-NEW-10', 'CAB-OAK-10', 'FOR-OAK-10', 'OAK-ROB-10']","['CAB-GET', 'COP-GET', 'DAD-GET', 'GET-NEW', 'CAB-OAK', 'FOR-OAK', 'OAK-ROB']","['CAB-10', 'COP-10', 'DAD-10', 'NEW-10', 'CAB-10', 'FOR-10', 'ROB-10']",1,in_to_out
NIX-WHO,1,19.61778759,110.670883,-84.02869737,56.10229159,146.65104,-71.21173037,NIX_WHO,NIX-WHO-1,"['LEG', 'OVA', 'PIE', 'FRO', 'GUN', 'OFF']",NIX-1_WHO-1,"['LEG-NIX-1', 'NIX-OVA-1', 'NIX-PIE-1', 'FRO-WHO-1', 'GUN-WHO-1', 'OFF-WHO-2']","['LEG-NIX', 'NIX-OVA', 'NIX-PIE', 'FRO-WHO', 'GUN-WHO', 'OFF-WHO']","['LEG-1', 'OVA-1', 'PIE-1', 'FRO-1', 'GUN-1', 'OFF-2']",1,inner
AGO-ALA,3,-77.59085641,99.85877998,-32.02837637,-74.19261141,120.025893,-24.32966137,AGO_ALA,AGO-ALA-3,"['OAR', 'FLY', 'INK', 'MIX']",AGO-3_ALA-3,"['AGO-OAR-3', 'AGO-FLY-3', 'ALA-INK-3', 'ALA-FLY-3', 'ALA-MIX-3']","['AGO-OAR', 'AGO-FLY', 'ALA-INK', 'ALA-FLY', 'ALA-MIX']","['OAR-3', 'FLY-3', 'INK-3', 'FLY-3', 'MIX-3']",0,in_to_out
COP-TAT,9,-57.91414741,-101.868626,-74.08673237,-42.95671341,-66.76327302,-45.03855737,COP_TAT,COP-TAT-9,"['USE', 'NEW', 'GET', 'ONO', 'SIR']",COP-9_TAT-9,"['COP-NEW-10', 'COP-GET-10', 'COP-USE-9', 'ONO-TAT-9', 'SIR-TAT-9', 'TAT-USE-9']","['COP-USE', 'COP-NEW', 'COP-GET', 'ONO-TAT', 'SIR-TAT', 'TAT-USE']","['NEW-10', 'GET-10', 'USE-9', 'ONO-9', 'SIR-9', 'USE-9']",1,inner
JUG-MOP,6,-41.14815841,32.03279498,63.86493863,-5.433488406,37.92189098,71.05300363,JUG_MOP,JUG-MOP-6,"['JOB', 'SOY', 'AHI', 'FAN']",JUG-6_MOP-6,"['JOB-JUG-5', 'JUG-SOY-6', 'AHI-JUG-7', 'FAN-MOP-6', 'MOP-SOY-6']","['JOB-JUG', 'JUG-SOY', 'AHI-JUG', 'FAN-MOP', 'MOP-SOY']","['JOB-5', 'SOY-6', 'AHI-7', 'FAN-6', 'SOY-6']",0,outer
BED-MAD,12,-97.55815141,-29.18252802,-9.187424372,-94.74560041,-9.822877017,13.65649863,BED_MAD,BED-MAD-12,"['SAY', 'CHI', 'LAX', 'ICE']",BED-12_MAD-12,"['BED-SAY-4', 'BED-CHI-9', 'LAX-MAD-12', 'ICE-MAD-6']","['BED-SAY', 'BED-CHI', 'LAX-MAD', 'ICE-MAD']","['SAY-4', 'CHI-9', 'LAX-12', 'ICE-6']",0,in_to_out
ICE-SAY,4,-108.8266474,2.363567983,-6.289134372,-101.4324874,31.44797198,14.99575363,ICE_SAY,ICE-SAY-4,"['MAD', 'BED', 'GIN']",ICE-4_SAY-4,"['ICE-MAD-6', 'BED-SAY-4', 'GIN-SAY-4']","['ICE-MAD', 'BED-SAY', 'GIN-SAY']","['MAD-12', 'BED-4', 'GIN-4']",0,outer
DRY-VOW,5,-62.43054341,69.62542098,25.78648963,-56.95802341,99.52146798,26.85238563,DRY_VOW,DRY-VOW-5,"['OIL', 'SHY', 'FLY', 'FAN', 'TAX', 'WIZ']",DRY-5_VOW-5,"['DRY-OIL-5', 'DRY-SHY-5', 'DRY-FLY-5', 'FAN-VOW-6', 'TAX-VOW-4', 'VOW-WIZ-6']","['DRY-OIL', 'DRY-SHY', 'DRY-FLY', 'FAN-VOW', 'TAX-VOW', 'VOW-WIZ']","['OIL-5', 'SHY-5', 'FLY-5', 'FAN-6', 'TAX-4', 'WIZ-4']",0,in_to_out
AHI-JUG,7,-5.433488406,34.45504998,64.71688063,39.02183059,37.92189098,71.05300363,AHI_JUG,AHI-JUG-7,"['YES', 'ERA', 'JOB', 'SOY', 'MOP']",AHI-7_JUG-6,"['AHI-YES-7', 'AHI-ERA-7', 'JOB-JUG-5', 'JUG-SOY-6', 'JUG-MOP-6']","['AHI-YES', 'AHI-ERA', 'JOB-JUG', 'JUG-SOY', 'JUG-MOP']","['YES-7', 'ERA-7', 'JOB-5', 'SOY-6', 'MOP-6']",0,outer
GYM-VAN,4,-112.5420554,21.71477298,-72.36783537,-102.0108504,48.01721398,-60.70668137,GYM_VAN,GYM-VAN-4,"['CUP', 'PAW', 'BOX', 'HUG']",GYM-4_VAN-4,"['CUP-GYM-4', 'GYM-PAW-4', 'BOX-VAN-4', 'HUG-VAN-4']","['CUP-GYM', 'GYM-PAW', 'BOX-VAN', 'HUG-VAN']","['CUP-4', 'PAW-4', 'BOX-4', 'HUG-4']",0,in_to_out
PAY-WHY,8,93.63453159,-61.09995302,-34.32920937,104.2987506,-39.62004702,-20.31834037,PAY_WHY,PAY-WHY-8,"['ETA', 'JAR', 'WIN', 'LUG']",PAY-8_WHY-8,"['ETA-PAY-8', 'JAR-PAY-8', 'PAY-WIN-8', 'LUG-WHY-8']","['ETA-PAY', 'JAR-PAY', 'PAY-WIN', 'LUG-WHY']","['ETA-8', 'JAR-8', 'WIN-8', 'LUG-8']",0,outer
DAD-GEL,10,25.22672259,-147.27426,0.517395628,53.08506359,-136.052756,7.895627628,DAD_GEL,DAD-GEL-10,"['GET', 'EAR', 'ROB', 'PHI']",DAD-10_GEL-10,"['DAD-GET-10', 'EAR-GEL-10', 'GEL-ROB-10', 'GEL-PHI-10']","['DAD-GET', 'EAR-GEL', 'GEL-ROB', 'GEL-PHI']","['GET-10', 'EAR-10', 'ROB-10', 'PHI-8']",0,in_to_out
RUM-SIP,3,-28.66803741,135.503937,-69.18081237,-21.85544841,143.011165,-29.20266437,RUM_SIP,RUM-SIP-3,"['REF', 'PIE', 'HEX', 'MAY', 'WAX']",RUM-3_SIP-3,"['REF-RUM-5', 'PIE-RUM-1', 'HEX-SIP-3', 'MAY-SIP-3', 'SIP-WAX-3']","['REF-RUM', 'PIE-RUM', 'HEX-SIP', 'MAY-SIP', 'SIP-WAX']","['REF-5', 'PIE-1', 'HEX-3', 'MAY-3', 'WAX-3']",1,inner
DAY-PAW,4,-113.3547044,18.42387798,-36.97350437,-94.73552341,29.94447198,-26.25327037,DAY_PAW,DAY-PAW-4,"['GYM', 'ZIG']",DAY-4_PAW-4,"['GYM-PAW-4', 'PAW-ZIG-4']","['GYM-PAW', 'PAW-ZIG']","['GYM-4', 'ZIG-4']",0,in_to_out
MOP-SOY,6,-41.14815841,6.414220983,63.01992663,-25.26962541,32.03279498,63.86493863,MOP_SOY,MOP-SOY-6,"['FAN', 'JUG', 'DUH']",MOP-6_SOY-6,"['FAN-MOP-6', 'JUG-MOP-6', 'DUH-SOY-6', 'JUG-SOY-6']","['FAN-MOP', 'JUG-MOP', 'DUH-SOY', 'JUG-SOY']","['FAN-6', 'JUG-6', 'DUH-6', 'JUG-6']",0,in_to_out
BAR-FLU,4,-107.2781254,-27.39621002,-80.89485437,-106.7256264,-7.093324017,-61.13785137,BAR_FLU,BAR-FLU-4,"['DOG', 'HUG', 'SIR']",BAR-4_FLU-4,"['BAR-DOG-4', 'BAR-DOG-9', 'FLU-HUG-4', 'FLU-SIR-4']","['BAR-DOG', 'FLU-HUG', 'FLU-SIR']","['DOG-4', 'DOG-9', 'HUG-4', 'SIR-9']",0,outer
